,result,decision,ageDiff,weightDiff,heightDiff,reachDiff,total_bouts_A,total_bouts_B,KoPercent_A,KoPercent_B,WinPercent_A,WinPercent_B,LossPercent_A,LossPercent_B,DrawPercent_A,DrawPercent_B
1453,win_A,KO,-12.0,-2.0,6.0,-1.0,15,42,73.33333333333333,35.714285714285715,100.0,76.19047619047619,0.0,23.809523809523807,0.0,0.0
1460,win_A,TKO,-15.0,2.0,6.0,9.0,8,65,62.5,43.07692307692308,100.0,73.84615384615385,0.0,26.153846153846157,0.0,1.5384615384615385
1461,win_A,TKO,-5.0,-1.0,0.0,-1.0,7,26,57.14285714285714,46.15384615384615,100.0,73.07692307692307,0.0,26.923076923076923,0.0,7.6923076923076925
1493,win_A,TKO,3.0,1.0,-5.0,-16.0,19,9,68.42105263157895,44.44444444444444,94.73684210526315,88.88888888888889,5.263157894736842,11.11111111111111,0.0,0.0
1495,win_A,UD,-2.0,-1.0,-5.0,-5.0,28,17,53.57142857142857,70.58823529411765,100.0,100.0,0.0,0.0,0.0,0.0
1496,win_A,KO,1.0,-2.0,9.0,7.0,16,29,68.75,58.620689655172406,100.0,93.10344827586206,0.0,6.896551724137931,0.0,3.4482758620689653
1506,win_B,UD,6.0,-1.0,-3.0,16.0,41,6,63.41463414634146,83.33333333333334,73.17073170731707,100.0,26.82926829268293,0.0,2.4390243902439024,0.0
1534,win_A,TKO,-10.0,1.0,0.0,1.0,1,38,100.0,23.684210526315788,100.0,44.73684210526316,0.0,55.26315789473685,0.0,7.894736842105263
1657,win_A,TKO,6.0,0.0,4.0,2.0,27,19,40.74074074074074,63.1578947368421,92.5925925925926,94.73684210526315,7.4074074074074066,5.263157894736842,7.4074074074074066,0.0
1659,win_A,UD,1.0,0.0,12.0,12.0,26,25,42.30769230769231,60.0,92.3076923076923,96.0,7.6923076923076925,4.0,3.8461538461538463,12.0
1663,win_A,UD,-11.0,0.0,13.0,14.0,22,40,36.36363636363637,32.5,90.9090909090909,80.0,9.090909090909092,20.0,4.545454545454546,0.0
1669,win_A,TKO,-3.0,0.0,6.0,8.0,16,10,37.5,10.0,93.75,90.0,6.25,10.0,0.0,10.0
1708,win_A,UD,-17.0,0.0,6.0,0.0,13,68,100.0,23.52941176470588,100.0,41.17647058823529,0.0,58.82352941176471,0.0,2.941176470588235
1728,win_A,TKO,-21.0,-4.0,8.0,16.0,14,34,57.14285714285714,32.35294117647059,100.0,67.64705882352942,0.0,32.35294117647059,0.0,5.88235294117647
1733,win_A,KO,-13.0,-1.0,5.0,12.0,9,24,55.55555555555556,45.83333333333333,100.0,58.333333333333336,0.0,41.66666666666667,0.0,0.0
1758,win_A,KO,-10.0,0.0,10.0,15.0,5,19,100.0,21.052631578947366,100.0,57.89473684210527,0.0,42.10526315789473,0.0,5.263157894736842
1780,win_B,SD,8.0,-1.0,-23.0,-26.0,26,14,3.8461538461538463,35.714285714285715,73.07692307692307,85.71428571428571,26.923076923076923,14.285714285714285,0.0,7.142857142857142
1789,win_A,TKO,-1.0,-1.0,5.0,12.0,5,6,0.0,16.666666666666664,100.0,66.66666666666666,0.0,33.33333333333333,20.0,0.0
1802,win_A,UD,3.0,0.0,-5.0,-2.0,18,18,72.22222222222221,44.44444444444444,100.0,94.44444444444444,0.0,5.555555555555555,5.555555555555555,0.0
1804,win_A,UD,3.0,1.0,5.0,8.0,16,16,81.25,43.75,100.0,100.0,0.0,0.0,6.25,0.0
1826,win_A,KO,-5.0,0.0,1.0,-5.0,5,12,40.0,75.0,100.0,91.66666666666666,0.0,8.333333333333332,0.0,0.0
1827,win_A,UD,-8.0,0.0,2.0,7.0,4,25,50.0,52.0,100.0,96.0,0.0,4.0,0.0,0.0
1829,win_A,KO,-2.0,0.0,4.0,-4.0,2,24,0.0,16.666666666666664,100.0,70.83333333333334,0.0,29.166666666666668,0.0,8.333333333333332
1862,win_A,TKO,-3.0,-17.0,3.0,3.0,37,18,97.2972972972973,66.66666666666666,100.0,100.0,0.0,0.0,0.0,5.555555555555555
1867,win_A,UD,-7.0,-20.0,13.0,15.0,32,25,100.0,84.0,100.0,96.0,0.0,4.0,0.0,4.0
1869,win_A,KO,-5.0,-11.0,8.0,5.0,30,37,100.0,35.13513513513514,100.0,97.2972972972973,0.0,2.7027027027027026,0.0,2.7027027027027026
1871,win_A,KO,-10.0,-8.0,8.0,22.0,28,30,100.0,53.333333333333336,100.0,83.33333333333334,0.0,16.666666666666664,0.0,0.0
1873,win_A,TKO,-8.0,-15.0,13.0,23.0,26,23,100.0,56.52173913043478,100.0,65.21739130434783,0.0,34.78260869565217,0.0,0.0
1887,win_A,TKO,-10.0,-5.0,12.0,-2.0,12,37,100.0,29.72972972972973,100.0,45.94594594594595,0.0,54.054054054054056,0.0,5.405405405405405
1890,win_A,TKO,-2.0,-73.0,18.0,8.0,9,11,100.0,0.0,100.0,36.36363636363637,0.0,63.63636363636363,0.0,45.45454545454545
1921,win_A,TKO,-3.0,1.0,-2.0,-11.0,19,26,89.47368421052632,88.46153846153845,100.0,100.0,0.0,0.0,0.0,0.0
1931,win_A,KO,-10.0,-1.0,-2.0,-7.0,9,14,100.0,7.142857142857142,100.0,71.42857142857143,0.0,28.57142857142857,0.0,7.142857142857142
1938,win_A,TKO,-2.0,0.0,-4.0,-7.0,2,3,100.0,0.0,100.0,33.33333333333333,0.0,66.66666666666666,0.0,0.0
1950,win_A,UD,-7.0,1.0,3.0,0.0,19,19,47.368421052631575,21.052631578947366,100.0,94.73684210526315,0.0,5.263157894736842,0.0,5.263157894736842
1954,win_A,KO,-13.0,4.0,10.0,-3.0,15,53,53.333333333333336,47.16981132075472,100.0,73.58490566037736,0.0,26.41509433962264,0.0,1.8867924528301887
1957,win_A,UD,-7.0,-1.0,3.0,2.0,12,25,58.333333333333336,8.0,100.0,68.0,0.0,32.0,0.0,8.0
1960,win_A,TKO,-11.0,1.0,3.0,12.0,9,40,44.44444444444444,37.5,100.0,65.0,0.0,35.0,0.0,2.5
1964,win_A,UD,0.0,-1.0,10.0,2.0,5,7,40.0,28.57142857142857,100.0,85.71428571428571,0.0,14.285714285714285,0.0,0.0
1977,win_A,KO,-7.0,4.0,2.0,15.0,20,45,85.0,44.44444444444444,100.0,77.77777777777779,0.0,22.22222222222222,0.0,4.444444444444445
1987,win_B,KO,5.0,10.0,-14.0,-22.0,31,10,58.06451612903226,80.0,70.96774193548387,100.0,29.03225806451613,0.0,3.225806451612903,0.0
2004,win_A,UD,8.0,0.0,-11.0,-5.0,10,23,80.0,65.21739130434783,100.0,95.65217391304348,0.0,4.3478260869565215,0.0,0.0
2005,win_A,TKO,6.0,0.0,-6.0,-10.0,9,18,77.77777777777779,38.88888888888889,100.0,94.44444444444444,0.0,5.555555555555555,0.0,11.11111111111111
2018,win_B,KO,1.0,-1.0,5.0,4.0,40,24,65.0,62.5,95.0,100.0,5.0,0.0,2.5,0.0
2025,win_A,KO,3.0,-2.0,-10.0,-5.0,17,15,64.70588235294117,60.0,100.0,93.33333333333333,0.0,6.666666666666667,0.0,0.0
2047,win_A,UD,2.0,0.0,2.0,2.0,27,18,33.33333333333333,38.88888888888889,92.5925925925926,83.33333333333334,7.4074074074074066,16.666666666666664,0.0,22.22222222222222
2052,win_A,MD,1.0,-1.0,0.0,4.0,21,22,71.42857142857143,36.36363636363637,90.47619047619048,95.45454545454545,9.523809523809524,4.545454545454546,9.523809523809524,0.0
2057,win_A,MD,-4.0,1.0,0.0,1.0,17,8,29.411764705882355,37.5,94.11764705882352,50.0,5.88235294117647,50.0,0.0,0.0
2078,win_A,UD,-2.0,0.0,0.0,2.0,14,27,78.57142857142857,44.44444444444444,92.85714285714286,85.18518518518519,7.142857142857142,14.814814814814813,0.0,3.7037037037037033
2104,win_A,UD,7.0,-2.0,2.0,12.0,17,16,52.94117647058824,56.25,100.0,93.75,0.0,6.25,0.0,6.25
2127,win_A,UD,-4.0,0.0,9.0,16.0,20,57,60.0,14.035087719298245,100.0,91.22807017543859,0.0,8.771929824561402,0.0,5.263157894736842
2133,win_A,UD,4.0,0.0,10.0,15.0,14,15,78.57142857142857,20.0,100.0,100.0,0.0,0.0,0.0,0.0
2154,win_A,SD,4.0,0.0,4.0,0.0,24,29,58.333333333333336,48.275862068965516,91.66666666666666,96.55172413793103,8.333333333333332,3.4482758620689653,4.166666666666666,0.0
2158,draw,SD,5.0,1.0,3.0,3.0,20,21,60.0,42.857142857142854,95.0,95.23809523809523,5.0,4.761904761904762,0.0,4.761904761904762
2233,win_A,UD,7.0,0.0,10.0,11.0,28,24,53.57142857142857,45.83333333333333,82.14285714285714,66.66666666666666,17.857142857142858,33.33333333333333,0.0,16.666666666666664
2237,win_A,TKO,-5.0,0.0,-5.0,-3.0,34,24,58.82352941176471,58.333333333333336,88.23529411764706,83.33333333333334,11.76470588235294,16.666666666666664,17.647058823529413,0.0
2264,win_A,TKO,-1.0,0.0,-6.0,-1.0,22,27,68.18181818181817,55.55555555555556,100.0,92.5925925925926,0.0,7.4074074074074066,0.0,3.7037037037037033
2273,win_A,UD,-17.0,1.0,7.0,2.0,13,40,69.23076923076923,40.0,100.0,70.0,0.0,30.0,0.0,0.0
2341,win_B,UD,6.0,1.0,-5.0,-4.0,17,25,47.05882352941176,64.0,100.0,96.0,0.0,4.0,0.0,4.0
2351,win_A,TKO,-9.0,0.0,-2.0,4.0,15,15,40.0,73.33333333333333,93.33333333333333,80.0,6.666666666666667,20.0,6.666666666666667,13.333333333333334
2410,win_A,UD,-2.0,-1.0,5.0,11.0,21,19,76.19047619047619,15.789473684210526,85.71428571428571,100.0,14.285714285714285,0.0,0.0,5.263157894736842
2432,win_A,KO,-1.0,2.0,-5.0,-6.0,18,19,94.44444444444444,68.42105263157895,100.0,100.0,0.0,0.0,0.0,5.263157894736842
2433,win_A,TKO,-9.0,0.0,-5.0,3.0,17,21,94.11764705882352,66.66666666666666,100.0,100.0,0.0,0.0,0.0,0.0
2454,win_B,TKO,-2.0,-4.0,2.0,19.0,24,22,50.0,31.818181818181817,100.0,100.0,0.0,0.0,0.0,0.0
2481,win_A,TKO,1.0,1.0,-6.0,-8.0,35,32,88.57142857142857,50.0,94.28571428571428,96.875,5.714285714285714,3.125,0.0,3.125
2482,win_A,TKO,-2.0,-1.0,0.0,-5.0,31,33,48.38709677419355,48.484848484848484,96.7741935483871,84.84848484848484,3.225806451612903,15.151515151515152,3.225806451612903,0.0
2483,win_B,SD,-2.0,1.0,-1.0,-3.0,27,30,66.66666666666666,50.0,96.29629629629629,96.66666666666667,3.7037037037037033,3.3333333333333335,0.0,3.3333333333333335
2485,draw,MD,-3.0,-1.0,0.0,-5.0,30,29,73.33333333333333,48.275862068965516,93.33333333333333,96.55172413793103,6.666666666666667,3.4482758620689653,3.3333333333333335,0.0
2487,win_A,UD,1.0,1.0,-7.0,-8.0,24,27,45.83333333333333,48.148148148148145,100.0,100.0,0.0,0.0,0.0,0.0
2489,win_A,UD,-9.0,0.0,7.0,5.0,25,20,48.0,55.00000000000001,100.0,95.0,0.0,5.0,0.0,0.0
2490,win_A,TKO,-7.0,0.0,2.0,0.0,24,37,45.83333333333333,21.62162162162162,100.0,64.86486486486487,0.0,35.13513513513514,0.0,8.108108108108109
2495,win_A,UD,-7.0,0.0,-3.0,3.0,19,22,42.10526315789473,22.727272727272727,100.0,77.27272727272727,0.0,22.727272727272727,0.0,4.545454545454546
2496,win_A,UD,0.0,1.0,2.0,5.0,18,49,44.44444444444444,12.244897959183673,100.0,48.97959183673469,0.0,51.02040816326531,0.0,4.081632653061225
2498,win_A,UD,-3.0,-1.0,2.0,13.0,16,18,43.75,16.666666666666664,100.0,88.88888888888889,0.0,11.11111111111111,0.0,5.555555555555555
2501,win_A,UD,-4.0,-2.0,5.0,0.0,13,14,46.15384615384615,7.142857142857142,100.0,78.57142857142857,0.0,21.428571428571427,0.0,0.0
2506,win_A,UD,-5.0,-6.0,10.0,13.0,8,15,62.5,20.0,100.0,46.666666666666664,0.0,53.333333333333336,0.0,6.666666666666667
2532,win_A,KO,-9.0,-1.0,0.0,7.0,8,32,50.0,12.5,100.0,62.5,0.0,37.5,0.0,3.125
2536,win_A,UD,-8.0,-1.0,5.0,0.0,4,9,50.0,44.44444444444444,100.0,55.55555555555556,0.0,44.44444444444444,0.0,11.11111111111111
2563,win_A,UD,-5.0,0.0,-6.0,-15.0,19,24,57.89473684210527,66.66666666666666,100.0,95.83333333333334,0.0,4.166666666666666,0.0,4.166666666666666
2574,win_A,TKO,-2.0,2.0,5.0,-6.0,8,8,75.0,50.0,100.0,62.5,0.0,37.5,0.0,0.0
2575,win_A,TKO,-9.0,1.0,6.0,-2.0,7,30,71.42857142857143,33.33333333333333,100.0,60.0,0.0,40.0,0.0,13.333333333333334
2584,win_A,TKO,-9.0,0.0,7.0,8.0,19,28,73.68421052631578,60.71428571428571,100.0,100.0,0.0,0.0,0.0,0.0
2588,win_A,KO,-12.0,-3.0,-2.0,-1.0,15,32,73.33333333333333,37.5,100.0,78.125,0.0,21.875,0.0,3.125
2687,win_A,UD,-2.0,1.0,-2.0,-13.0,12,18,16.666666666666664,61.111111111111114,91.66666666666666,94.44444444444444,8.333333333333332,5.555555555555555,0.0,0.0
2703,win_A,UD,-7.0,1.0,-11.0,-5.0,30,32,73.33333333333333,68.75,96.66666666666667,84.375,3.3333333333333335,15.625,0.0,0.0
2711,win_A,TKO,-3.0,0.0,0.0,-3.0,22,23,81.81818181818183,30.434782608695656,100.0,100.0,0.0,0.0,0.0,8.695652173913043
2717,win_A,TKO,-1.0,4.0,-7.0,-5.0,16,12,81.25,41.66666666666667,100.0,91.66666666666666,0.0,8.333333333333332,0.0,8.333333333333332
2720,win_A,TKO,-3.0,-1.0,-5.0,-3.0,13,16,76.92307692307693,6.25,100.0,56.25,0.0,43.75,0.0,18.75
2738,win_A,UD,-7.0,0.0,0.0,-11.0,29,41,89.65517241379311,56.09756097560976,96.55172413793103,78.04878048780488,3.4482758620689653,21.951219512195124,0.0,2.4390243902439024
2782,win_B,TKO,-8.0,-1.0,2.0,6.0,23,32,43.47826086956522,37.5,100.0,65.625,0.0,34.375,0.0,0.0
2790,win_A,KO,-1.0,0.0,-3.0,4.0,24,13,33.33333333333333,61.53846153846154,58.333333333333336,92.3076923076923,41.66666666666667,7.6923076923076925,0.0,0.0
2826,win_A,SD,-1.0,0.0,0.0,-7.0,18,18,55.55555555555556,72.22222222222221,88.88888888888889,100.0,11.11111111111111,0.0,0.0,5.555555555555555
2846,win_A,KO,-4.0,1.0,0.0,-6.0,10,44,90.0,34.090909090909086,100.0,88.63636363636364,0.0,11.363636363636363,0.0,0.0
2849,win_A,UD,-1.0,2.0,-2.0,-8.0,7,10,100.0,30.0,100.0,80.0,0.0,20.0,0.0,10.0
2865,win_A,TKO,4.0,0.0,2.0,-7.0,18,35,83.33333333333334,65.71428571428571,100.0,77.14285714285715,0.0,22.857142857142858,0.0,2.857142857142857
2871,win_A,TKO,-4.0,0.0,5.0,-8.0,12,57,75.0,47.368421052631575,100.0,73.68421052631578,0.0,26.31578947368421,0.0,1.7543859649122806
2893,win_A,TKO,-11.0,0.0,5.0,-4.0,14,36,57.14285714285714,55.55555555555556,100.0,83.33333333333334,0.0,16.666666666666664,7.142857142857142,0.0
2895,win_A,UD,-14.0,1.0,1.0,-1.0,12,37,58.333333333333336,51.35135135135135,100.0,89.1891891891892,0.0,10.81081081081081,8.333333333333332,2.7027027027027026
2901,win_A,UD,-8.0,0.0,7.0,-9.0,6,7,66.66666666666666,14.285714285714285,100.0,28.57142857142857,0.0,71.42857142857143,16.666666666666664,14.285714285714285
2903,win_A,UD,-6.0,5.0,7.0,6.0,5,70,80.0,8.571428571428571,100.0,37.142857142857146,0.0,62.857142857142854,0.0,2.857142857142857
2948,win_A,UD,-6.0,-3.0,-13.0,-2.0,4,14,50.0,7.142857142857142,100.0,35.714285714285715,0.0,64.28571428571429,0.0,14.285714285714285
2997,win_A,TKO,-3.0,0.0,3.0,4.0,26,46,65.38461538461539,73.91304347826086,96.15384615384616,95.65217391304348,3.8461538461538463,4.3478260869565215,0.0,4.3478260869565215
3000,win_A,KO,-1.0,1.0,-2.0,13.0,23,31,60.86956521739131,38.70967741935484,95.65217391304348,87.09677419354838,4.3478260869565215,12.903225806451612,0.0,3.225806451612903
3003,win_A,TKO,-1.0,1.0,0.0,4.0,20,24,60.0,62.5,95.0,95.83333333333334,5.0,4.166666666666666,0.0,0.0
3004,win_A,TKO,-4.0,0.0,0.0,3.0,19,37,57.89473684210527,70.27027027027027,94.73684210526315,94.5945945945946,5.263157894736842,5.405405405405405,0.0,2.7027027027027026
3005,win_B,TKO,7.0,0.0,0.0,-9.0,28,18,78.57142857142857,55.55555555555556,100.0,94.44444444444444,0.0,5.555555555555555,0.0,0.0
3006,win_A,TKO,-12.0,-1.0,-2.0,0.0,17,14,52.94117647058824,14.285714285714285,94.11764705882352,35.714285714285715,5.88235294117647,64.28571428571429,0.0,0.0
3007,win_A,UD,-8.0,0.0,-2.0,5.0,16,62,56.25,29.03225806451613,93.75,56.451612903225815,6.25,43.54838709677419,0.0,1.6129032258064515
3059,win_A,KO,-2.0,0.0,3.0,0.0,14,10,78.57142857142857,50.0,100.0,80.0,0.0,20.0,0.0,0.0
3061,win_A,UD,1.0,1.0,6.0,14.0,12,12,83.33333333333334,50.0,100.0,83.33333333333334,0.0,16.666666666666664,0.0,0.0
3069,win_A,UD,-5.0,-2.0,11.0,9.0,4,11,100.0,18.181818181818183,100.0,27.27272727272727,0.0,72.72727272727273,0.0,18.181818181818183
3072,win_A,TKO,-11.0,0.0,6.0,12.0,1,3,100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
3082,win_A,UD,-8.0,-2.0,1.0,-6.0,8,24,37.5,25.0,100.0,62.5,0.0,37.5,0.0,0.0
3093,win_A,TKO,-12.0,0.0,0.0,-11.0,8,57,75.0,31.57894736842105,100.0,77.19298245614034,0.0,22.807017543859647,0.0,0.0
3094,win_A,TKO,-4.0,1.0,2.0,-2.0,7,9,71.42857142857143,44.44444444444444,100.0,88.88888888888889,0.0,11.11111111111111,0.0,11.11111111111111
3096,win_A,UD,-5.0,-1.0,-5.0,-16.0,5,34,80.0,35.294117647058826,100.0,82.35294117647058,0.0,17.647058823529413,0.0,2.941176470588235
3105,win_A,UD,8.0,0.0,-4.0,-5.0,25,17,68.0,17.647058823529413,96.0,94.11764705882352,4.0,5.88235294117647,0.0,5.88235294117647
3108,win_A,UD,2.0,0.0,-3.0,-8.0,21,37,76.19047619047619,70.27027027027027,100.0,91.8918918918919,0.0,8.108108108108109,0.0,10.81081081081081
3111,win_A,UD,-1.0,0.0,-2.0,-5.0,18,45,83.33333333333334,51.11111111111111,100.0,77.77777777777779,0.0,22.22222222222222,0.0,4.444444444444445
3117,win_A,TKO,-3.0,-1.0,-2.0,-13.0,12,29,83.33333333333334,62.06896551724138,100.0,93.10344827586206,0.0,6.896551724137931,0.0,0.0
3125,win_A,KO,-3.0,2.0,-4.0,-18.0,4,21,75.0,66.66666666666666,100.0,80.95238095238095,0.0,19.047619047619047,0.0,4.761904761904762
3135,win_A,KO,-2.0,-2.0,9.0,9.0,8,34,62.5,29.411764705882355,100.0,70.58823529411765,0.0,29.411764705882355,0.0,2.941176470588235
3138,win_A,UD,1.0,-1.0,6.0,15.0,5,28,80.0,28.57142857142857,100.0,85.71428571428571,0.0,14.285714285714285,0.0,10.714285714285714
3146,win_B,KO,-7.0,1.0,-5.0,-3.0,33,38,72.72727272727273,50.0,96.96969696969697,81.57894736842105,3.0303030303030303,18.421052631578945,0.0,2.631578947368421
3148,win_A,TKO,11.0,-1.0,5.0,3.0,36,18,47.22222222222222,44.44444444444444,80.55555555555556,88.88888888888889,19.444444444444446,11.11111111111111,2.7777777777777777,0.0
3156,win_A,UD,-7.0,1.0,-4.0,0.0,19,28,63.1578947368421,57.14285714285714,100.0,85.71428571428571,0.0,14.285714285714285,0.0,0.0
3166,win_A,SD,6.0,-2.0,-3.0,-4.0,11,18,54.54545454545454,44.44444444444444,90.9090909090909,88.88888888888889,9.090909090909092,11.11111111111111,9.090909090909092,0.0
3173,win_A,TKO,-4.0,0.0,5.0,-7.0,11,10,54.54545454545454,60.0,81.81818181818183,80.0,18.181818181818183,20.0,0.0,20.0
3198,win_B,TKO,-3.0,0.0,0.0,-3.0,25,35,36.0,42.857142857142854,92.0,82.85714285714286,8.0,17.142857142857142,0.0,2.857142857142857
3207,win_B,TKO,12.0,-1.0,-6.0,5.0,39,16,61.53846153846154,31.25,92.3076923076923,87.5,7.6923076923076925,12.5,2.564102564102564,0.0
3227,win_A,TKO,-6.0,0.0,8.0,8.0,19,38,52.63157894736842,50.0,94.73684210526315,94.73684210526315,5.263157894736842,5.263157894736842,0.0,0.0
3229,win_A,MD,-5.0,0.0,8.0,8.0,17,36,58.82352941176471,52.77777777777778,94.11764705882352,97.22222222222221,5.88235294117647,2.7777777777777777,0.0,0.0
3243,win_A,SD,-4.0,0.0,4.0,3.0,21,26,52.38095238095239,46.15384615384615,95.23809523809523,76.92307692307693,4.761904761904762,23.076923076923077,0.0,7.6923076923076925
3269,win_A,KO,-8.0,0.0,1.0,-5.0,26,33,53.84615384615385,69.6969696969697,92.3076923076923,78.78787878787878,7.6923076923076925,21.21212121212121,0.0,0.0
3270,win_A,KO,-9.0,-2.0,0.0,3.0,25,27,52.0,33.33333333333333,92.0,81.48148148148148,8.0,18.51851851851852,0.0,3.7037037037037033
3280,win_A,TKO,-1.0,-2.0,4.0,11.0,15,16,26.666666666666668,50.0,86.66666666666667,93.75,13.333333333333334,6.25,0.0,0.0
3281,win_A,TKO,0.0,2.0,14.0,18.0,14,8,21.428571428571427,75.0,85.71428571428571,87.5,14.285714285714285,12.5,0.0,0.0
3282,win_A,UD,-15.0,1.0,6.0,8.0,13,24,23.076923076923077,25.0,84.61538461538461,45.83333333333333,15.384615384615385,54.166666666666664,0.0,4.166666666666666
3284,win_A,TKO,4.0,-1.0,-21.0,-8.0,13,11,46.15384615384615,27.27272727272727,84.61538461538461,90.9090909090909,15.384615384615385,9.090909090909092,0.0,0.0
3286,win_A,MD,-5.0,1.0,19.0,21.0,9,6,33.33333333333333,0.0,88.88888888888889,83.33333333333334,11.11111111111111,16.666666666666664,0.0,0.0
3298,win_A,UD,2.0,1.0,-2.0,-9.0,31,17,70.96774193548387,70.58823529411765,96.7741935483871,100.0,3.225806451612903,0.0,3.225806451612903,0.0
3301,win_A,TKO,-5.0,0.0,-7.0,-4.0,28,20,71.42857142857143,60.0,100.0,95.0,0.0,5.0,3.571428571428571,0.0
3302,win_B,UD,2.0,1.0,-3.0,-5.0,35,27,51.42857142857142,74.07407407407408,97.14285714285714,100.0,2.857142857142857,0.0,0.0,3.7037037037037033
3311,win_A,TKO,-13.0,1.0,3.0,1.0,19,52,73.68421052631578,44.230769230769226,100.0,75.0,0.0,25.0,0.0,5.769230769230769
3316,win_A,KO,-1.0,2.0,0.0,-1.0,13,9,76.92307692307693,22.22222222222222,100.0,88.88888888888889,0.0,11.11111111111111,0.0,22.22222222222222
3324,win_A,UD,-12.0,0.0,0.0,-6.0,5,30,100.0,23.333333333333332,100.0,33.33333333333333,0.0,66.66666666666666,0.0,13.333333333333334
3348,win_A,TKO,-5.0,-1.0,7.0,7.0,20,27,35.0,77.77777777777779,100.0,92.5925925925926,0.0,7.4074074074074066,0.0,0.0
3354,win_A,PTS,-2.0,3.0,5.0,12.0,14,9,35.714285714285715,44.44444444444444,100.0,77.77777777777779,0.0,22.22222222222222,0.0,11.11111111111111
3392,win_A,UD,-1.0,-1.0,-4.0,-9.0,16,19,50.0,52.63157894736842,93.75,100.0,6.25,0.0,6.25,0.0
3412,win_A,TKO,-2.0,1.0,0.0,-4.0,8,32,75.0,53.125,100.0,93.75,0.0,6.25,0.0,3.125
3447,win_A,KO,-4.0,1.0,-5.0,-8.0,8,17,75.0,70.58823529411765,100.0,94.11764705882352,0.0,5.88235294117647,0.0,5.88235294117647
3457,win_B,UD,-1.0,0.0,-11.0,-12.0,29,34,62.06896551724138,67.64705882352942,86.20689655172413,82.35294117647058,13.793103448275861,17.647058823529413,0.0,0.0
3469,win_B,TKO,-1.0,0.0,-9.0,-7.0,18,21,55.55555555555556,76.19047619047619,100.0,95.23809523809523,0.0,4.761904761904762,5.555555555555555,0.0
3471,win_A,KO,-12.0,-3.0,11.0,12.0,19,64,73.68421052631578,26.5625,94.73684210526315,46.875,5.263157894736842,53.125,0.0,9.375
3472,win_B,UD,-3.0,1.0,0.0,10.0,18,30,77.77777777777779,46.666666666666664,100.0,86.66666666666667,0.0,13.333333333333334,0.0,3.3333333333333335
3473,win_A,KO,-11.0,-1.0,4.0,5.0,17,36,76.47058823529412,47.22222222222222,100.0,83.33333333333334,0.0,16.666666666666664,0.0,2.7777777777777777
3474,win_A,TKO,-7.0,4.0,10.0,12.0,16,31,75.0,45.16129032258064,100.0,80.64516129032258,0.0,19.35483870967742,0.0,3.225806451612903
3481,win_A,TKO,1.0,1.0,9.0,5.0,9,20,77.77777777777779,5.0,100.0,25.0,0.0,75.0,0.0,35.0
3494,win_A,KO,1.0,-1.0,-10.0,-5.0,17,26,70.58823529411765,19.230769230769234,94.11764705882352,73.07692307692307,5.88235294117647,26.923076923076923,17.647058823529413,0.0
3496,win_A,TKO,1.0,-1.0,0.0,5.0,15,23,66.66666666666666,39.130434782608695,93.33333333333333,52.17391304347826,6.666666666666667,47.82608695652174,20.0,0.0
3498,win_A,TKO,-6.0,-1.0,-3.0,-3.0,13,20,61.53846153846154,5.0,92.3076923076923,25.0,7.6923076923076925,75.0,23.076923076923077,15.0
3516,win_A,UD,3.0,2.0,0.0,3.0,26,23,61.53846153846154,26.08695652173913,92.3076923076923,95.65217391304348,7.6923076923076925,4.3478260869565215,0.0,4.3478260869565215
3536,win_A,UD,-1.0,0.0,-3.0,-2.0,6,10,66.66666666666666,40.0,100.0,70.0,0.0,30.0,0.0,0.0
3557,win_A,UD,-4.0,-1.0,8.0,-3.0,23,34,56.52173913043478,76.47058823529412,100.0,94.11764705882352,0.0,5.88235294117647,0.0,0.0
3564,win_A,TKO,1.0,1.0,-3.0,-14.0,26,32,80.76923076923077,81.25,100.0,93.75,0.0,6.25,0.0,0.0
3568,win_A,KO,0.0,1.0,-8.0,8.0,22,20,77.27272727272727,45.0,100.0,100.0,0.0,0.0,0.0,0.0
3593,win_B,KO,10.0,0.0,1.0,14.0,17,24,29.411764705882355,54.166666666666664,100.0,87.5,0.0,12.5,0.0,0.0
3594,win_A,UD,10.0,0.0,1.0,14.0,15,23,33.33333333333333,56.52173913043478,100.0,91.30434782608695,0.0,8.695652173913043,0.0,0.0
3602,win_B,SD,-7.0,-1.0,-11.0,-17.0,14,13,57.14285714285714,61.53846153846154,100.0,92.3076923076923,0.0,7.6923076923076925,0.0,7.6923076923076925
3626,win_A,UD,-8.0,0.0,-16.0,-7.0,15,39,33.33333333333333,48.717948717948715,86.66666666666667,61.53846153846154,13.333333333333334,38.46153846153847,6.666666666666667,10.256410256410255
3718,win_A,UD,9.0,1.0,3.0,0.0,36,16,52.77777777777778,25.0,88.88888888888889,56.25,11.11111111111111,43.75,0.0,0.0
3720,win_A,TKO,-5.0,0.0,3.0,4.0,33,35,51.515151515151516,37.142857142857146,90.9090909090909,88.57142857142857,9.090909090909092,11.428571428571429,0.0,5.714285714285714
3721,win_A,TKO,2.0,0.0,3.0,0.0,32,29,50.0,82.75862068965517,90.625,96.55172413793103,9.375,3.4482758620689653,0.0,3.4482758620689653
3725,win_B,TKO,3.0,0.0,-2.0,0.0,28,24,53.57142857142857,58.333333333333336,92.85714285714286,83.33333333333334,7.142857142857142,16.666666666666664,0.0,0.0
